trial_id,refresh_group_id,condition,desired_velocity_mps,command_velocity_mps,timestamp_monotonic,t_rel,phase,odom_x,odom_y,odom_theta,imu_roll,imu_pitch,imu_yaw,source
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.342618,0.590,idle,-17.168974,-9.951685,-2.109392,,,-2.109386,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.420550,0.668,idle,-17.168974,-9.951685,-2.109392,,,-2.109370,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.521104,0.769,idle,-17.168974,-9.951685,-2.109392,,,-2.109370,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.621686,0.869,idle,-17.168974,-9.951685,-2.109392,,,-2.109370,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.722158,0.970,idle,-17.168974,-9.951685,-2.109392,,,-2.109370,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.757867,1.005,idle,-17.169680,-9.951262,-2.109367,,,-2.109370,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.759025,1.007,idle,-17.169680,-9.951262,-2.109367,,,-2.109358,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.759599,1.007,idle,-17.170397,-9.950834,-2.109375,,,-2.109358,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.761648,1.009,idle,-17.170397,-9.950834,-2.109375,,,-2.109374,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.768952,1.016,idle,-17.170397,-9.950834,-2.109375,,,-2.109374,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.774897,1.022,idle,-17.170397,-9.950834,-2.109375,,,-2.109371,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.779732,1.027,idle,-17.188044,-9.940286,-2.109309,,,-2.109371,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.780556,1.028,idle,-17.188044,-9.940286,-2.109309,,,-2.109301,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.786083,1.033,idle,-17.188044,-9.940286,-2.109309,,,-2.109301,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.794001,1.042,idle,-17.188044,-9.940286,-2.109309,,,-2.109301,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.797903,1.045,idle,-17.188755,-9.939861,-2.109301,,,-2.109301,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.804147,1.052,idle,-17.188755,-9.939861,-2.109301,,,-2.109283,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.814588,1.062,idle,-17.189465,-9.939437,-2.109281,,,-2.109283,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.844518,1.092,idle,-17.189465,-9.939437,-2.109281,,,-2.109294,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.854074,1.102,idle,-17.190884,-9.938588,-2.109285,,,-2.109294,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.857038,1.105,idle,-17.190884,-9.938588,-2.109285,,,-2.109272,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.860969,1.108,idle,-17.190884,-9.938588,-2.109285,,,-2.109272,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.865310,1.113,idle,-17.190884,-9.938588,-2.109285,,,-2.109267,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.873663,1.121,idle,-17.191597,-9.938163,-2.109288,,,-2.109267,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.874656,1.122,idle,-17.191597,-9.938163,-2.109288,,,-2.109289,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.875154,1.123,idle,-17.191597,-9.938163,-2.109288,,,-2.109289,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.876834,1.124,idle,-17.191597,-9.938163,-2.109288,,,-2.109296,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.878688,1.126,idle,-17.191597,-9.938163,-2.109288,,,-2.109296,ros2_odometer_state
M24A_S2_marble_floor_V050_R2,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2021.880698,1.128,idle,-17.191597,-9.938163,-2.109288,,,-2.109297,ros2_odometer_state
