trial_id,refresh_group_id,condition,desired_velocity_mps,command_velocity_mps,timestamp_monotonic,t_rel,phase,odom_x,odom_y,odom_theta,imu_roll,imu_pitch,imu_yaw,source
M24A_S2_marble_floor_V050_R1,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2002.920653,0.676,idle,-15.553238,-7.557861,-1.865860,,,-1.865873,ros2_odometer_state
M24A_S2_marble_floor_V050_R1,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2002.921495,0.677,idle,-15.553238,-7.557861,-1.865860,,,-1.865879,ros2_odometer_state
M24A_S2_marble_floor_V050_R1,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2002.922499,0.678,idle,-15.553238,-7.557861,-1.865860,,,-1.865877,ros2_odometer_state
M24A_S2_marble_floor_V050_R1,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2002.923335,0.678,idle,-15.553238,-7.557861,-1.865860,,,-1.865868,ros2_odometer_state
M24A_S2_marble_floor_V050_R1,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2002.925433,0.681,idle,-15.553238,-7.557861,-1.865860,,,-1.865864,ros2_odometer_state
M24A_S2_marble_floor_V050_R1,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2002.926225,0.681,idle,-15.553238,-7.557861,-1.865860,,,-1.865864,ros2_odometer_state
M24A_S2_marble_floor_V050_R1,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2002.933949,0.689,idle,-15.553238,-7.557861,-1.865860,,,-1.865865,ros2_odometer_state
M24A_S2_marble_floor_V050_R1,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2002.936575,0.692,idle,-15.553238,-7.557861,-1.865860,,,-1.865865,ros2_odometer_state
M24A_S2_marble_floor_V050_R1,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2002.938669,0.694,idle,-15.553238,-7.557861,-1.865860,,,-1.865865,ros2_odometer_state
M24A_S2_marble_floor_V050_R1,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2002.941120,0.696,idle,-15.553238,-7.557861,-1.865860,,,-1.865866,ros2_odometer_state
M24A_S2_marble_floor_V050_R1,M24A_S2_marble_floor_V050,direct_refresh,0.500,0.500,2002.956881,0.711,idle,-15.553238,-7.557861,-1.865860,,,-1.865862,ros2_odometer_state
