trial_id,refresh_group_id,condition,desired_velocity_mps,command_velocity_mps,timestamp_monotonic,t_rel,phase,odom_x,odom_y,odom_theta,imu_roll,imu_pitch,imu_yaw,source
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.277075,0.529,idle,-18.494619,-8.563818,0.723910,,,0.723903,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.278100,0.530,idle,-18.494619,-8.563818,0.723903,,,0.723903,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.278939,0.531,idle,-18.494619,-8.563818,0.723903,,,0.723904,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.279400,0.531,idle,-18.494619,-8.563818,0.723903,,,0.723904,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.330662,0.581,idle,-18.494619,-8.563818,0.723903,,,0.723907,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.348594,0.600,idle,-18.494619,-8.563818,0.723849,,,0.723907,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.349888,0.602,idle,-18.494619,-8.563818,0.723849,,,0.723843,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.350633,0.602,idle,-18.494619,-8.563818,0.723849,,,0.723843,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.379557,0.631,idle,-18.494619,-8.563818,0.723849,,,0.723835,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.394879,0.647,idle,-18.494619,-8.563818,0.723828,,,0.723835,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.407543,0.659,idle,-18.494619,-8.563818,0.723828,,,0.723821,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.414222,0.666,idle,-18.494619,-8.563818,0.723821,,,0.723821,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.421997,0.674,idle,-18.494619,-8.563818,0.723821,,,0.723841,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.422958,0.675,idle,-18.494619,-8.563818,0.723841,,,0.723841,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.427092,0.679,idle,-18.494619,-8.563818,0.723841,,,0.723858,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.431600,0.683,idle,-18.494619,-8.563818,0.723841,,,0.723858,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.434811,0.687,idle,-18.494619,-8.563818,0.723841,,,0.723855,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.435285,0.687,idle,-18.494619,-8.563818,0.723841,,,0.723855,ros2_odometer_state
M24A_S2_marble_floor_V045_R5,M24A_S2_marble_floor_V045,direct_refresh,0.450,0.450,1957.436365,0.688,idle,-18.494619,-8.563818,0.723841,,,0.723847,ros2_odometer_state
