trial_id,refresh_group_id,condition,desired_velocity_mps,command_velocity_mps,timestamp_monotonic,t_rel,phase,odom_x,odom_y,odom_theta,imu_roll,imu_pitch,imu_yaw,source
M24A_S2_marble_floor_V040_R5,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1870.231012,0.236,idle,-26.930111,-18.266121,1.495683,,,1.495683,ros2_odometer_state
M24A_S2_marble_floor_V040_R5,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1870.231827,0.237,idle,-26.930111,-18.266121,1.495683,,,1.495683,ros2_odometer_state
M24A_S2_marble_floor_V040_R5,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1870.234717,0.240,idle,-26.930111,-18.266121,1.495683,,,1.495683,ros2_odometer_state
M24A_S2_marble_floor_V040_R5,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1870.238737,0.244,idle,-26.930111,-18.266121,1.495683,,,1.495683,ros2_odometer_state
M24A_S2_marble_floor_V040_R5,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1870.240829,0.246,idle,-26.930111,-18.266121,1.495683,,,1.495683,ros2_odometer_state
M24A_S2_marble_floor_V040_R5,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1870.241620,0.247,idle,-26.930111,-18.266121,1.495683,,,1.495683,ros2_odometer_state
M24A_S2_marble_floor_V040_R5,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1870.242460,0.248,idle,-26.930111,-18.266121,1.495683,,,1.495683,ros2_odometer_state
M24A_S2_marble_floor_V040_R5,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1870.243416,0.249,idle,-26.930111,-18.266121,1.495683,,,1.495683,ros2_odometer_state
M24A_S2_marble_floor_V040_R5,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1870.244313,0.250,idle,-26.930111,-18.266121,1.495683,,,1.495683,ros2_odometer_state
M24A_S2_marble_floor_V040_R5,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1870.244655,0.250,idle,-26.930111,-18.266121,1.495683,,,1.495683,ros2_odometer_state
