trial_id,refresh_group_id,condition,desired_velocity_mps,command_velocity_mps,timestamp_monotonic,t_rel,phase,odom_x,odom_y,odom_theta,imu_roll,imu_pitch,imu_yaw,source
M24A_S2_marble_floor_V040_R4,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1828.428259,0.751,idle,-25.552132,-16.722034,-1.871692,,,-1.871707,ros2_odometer_state
M24A_S2_marble_floor_V040_R4,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1828.428392,0.751,idle,-25.552132,-16.722034,-1.871692,,,-1.871707,ros2_odometer_state
M24A_S2_marble_floor_V040_R4,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1828.434334,0.757,idle,-25.552132,-16.722034,-1.871692,,,-1.871707,ros2_odometer_state
M24A_S2_marble_floor_V040_R4,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1828.436496,0.760,idle,-25.552132,-16.722034,-1.871692,,,-1.871714,ros2_odometer_state
M24A_S2_marble_floor_V040_R4,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1828.438035,0.761,idle,-25.552898,-16.721796,-1.871717,,,-1.871714,ros2_odometer_state
M24A_S2_marble_floor_V040_R4,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1828.440810,0.764,idle,-25.552898,-16.721796,-1.871717,,,-1.871712,ros2_odometer_state
M24A_S2_marble_floor_V040_R4,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1828.454932,0.771,idle,-25.552898,-16.721796,-1.871717,,,-1.871712,ros2_odometer_state
M24A_S2_marble_floor_V040_R4,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1828.466255,0.789,idle,-25.552898,-16.721796,-1.871717,,,-1.871713,ros2_odometer_state
M24A_S2_marble_floor_V040_R4,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1828.490389,0.813,idle,-25.553669,-16.721558,-1.871712,,,-1.871713,ros2_odometer_state
M24A_S2_marble_floor_V040_R4,M24A_S2_marble_floor_V040,direct_refresh,0.400,0.400,1828.516568,0.840,idle,-25.553669,-16.721558,-1.871712,,,-1.871713,ros2_odometer_state
