trial_id,timestamp_monotonic,t_rel,phase,command_velocity,odom_x,odom_y,odom_theta,imu_roll,imu_pitch,imu_yaw,source
M19C_S3_artificial_turf_B1_U035_R1,2765.589181932,1.516669580,idle,0.350000,-4.883880615,-45.297248840,-0.665436089,0.034769379,-0.007099949,-0.665440559,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.591175643,1.518663291,idle,0.350000,-4.883880615,-45.297248840,-0.665436089,0.034777530,-0.007109506,-0.665440202,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.592763642,1.520251290,idle,0.350000,-4.883880615,-45.297248840,-0.665436089,0.034760546,-0.007120013,-0.665422678,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.593714048,1.521201696,idle,0.350000,-4.883880615,-45.297248840,-0.665436089,0.034760568,-0.007122499,-0.665423810,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.594793323,1.522280971,idle,0.350000,-4.883880615,-45.297248840,-0.665436089,0.034756355,-0.007120423,-0.665423810,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.596921184,1.524408832,idle,0.350000,-4.883880615,-45.297248840,-0.665436089,0.034766015,-0.007119423,-0.665427268,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.597992938,1.525480586,idle,0.350000,-4.883880615,-45.297248840,-0.665423810,0.034773562,-0.007118148,-0.665430546,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.599236284,1.526723932,idle,0.350000,-4.883880615,-45.297248840,-0.665423810,0.034770887,-0.007119795,-0.665431440,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.600267173,1.527754821,idle,0.350000,-4.883880615,-45.297248840,-0.665423810,0.034765385,-0.007117336,-0.665434539,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.601436371,1.528924019,idle,0.350000,-4.883880615,-45.297248840,-0.665423810,0.034770202,-0.007120435,-0.665427625,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.602515294,1.530002942,idle,0.350000,-4.883880615,-45.297248840,-0.665311515,0.034802470,-0.007093995,-0.665310681,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.603468036,1.530955684,idle,0.350000,-4.883880615,-45.297248840,-0.665311515,0.034834042,-0.007088150,-0.665314794,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.604540591,1.532028239,idle,0.350000,-4.883880615,-45.297248840,-0.665311515,0.034834117,-0.007089409,-0.665308177,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.605439090,1.532926738,idle,0.350000,-4.883880615,-45.297248840,-0.665311515,0.034839388,-0.007094053,-0.665303528,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.606474395,1.533962043,idle,0.350000,-4.883880615,-45.297248840,-0.665303111,0.034843743,-0.007094873,-0.665306985,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.607357791,1.534845439,idle,0.350000,-4.883880615,-45.297248840,-0.665303111,0.034845978,-0.007093936,-0.665313721,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.608320965,1.535808613,idle,0.350000,-4.883880615,-45.297248840,-0.665303111,0.034783933,-0.007096881,-0.665284395,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.609275019,1.536762667,idle,0.350000,-4.883880615,-45.297248840,-0.665303111,0.034778628,-0.007095644,-0.665280521,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.610132749,1.537620397,idle,0.350000,-4.883880615,-45.297248840,-0.665303111,0.034778696,-0.007094614,-0.665282428,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.611202135,1.538689783,idle,0.350000,-4.883880615,-45.297248840,-0.665303111,0.034782525,-0.007095532,-0.665289879,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.612095131,1.539582779,idle,0.350000,-4.883880615,-45.297248840,-0.665303111,0.034784708,-0.007094685,-0.665290475,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.613162981,1.540650629,idle,0.350000,-4.883880615,-45.297248840,-0.665303111,0.034789912,-0.007089006,-0.665296018,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.614152109,1.541639757,idle,0.350000,-4.883880615,-45.297248840,-0.665302277,0.034792427,-0.007091307,-0.665301621,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.615376029,1.542863677,idle,0.350000,-4.883880615,-45.297248840,-0.665302277,0.034792166,-0.007095682,-0.665302277,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.620302081,1.547789729,idle,0.350000,-4.883880615,-45.297248840,-0.665302277,0.034787949,-0.007091892,-0.665298879,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.621765915,1.549253563,idle,0.350000,-4.883880615,-45.297248840,-0.665302277,0.034786500,-0.007086433,-0.665297806,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.622950379,1.550438027,idle,0.350000,-4.883880615,-45.297248840,-0.665302277,0.034784980,-0.007084556,-0.665300488,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.623810605,1.551298253,idle,0.350000,-4.883880615,-45.297248840,-0.665302277,0.034784999,-0.007078104,-0.665304780,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.624918457,1.552406105,idle,0.350000,-4.883880615,-45.297248840,-0.665302277,0.034791201,-0.007079124,-0.665310323,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.625774011,1.553261659,idle,0.350000,-4.883880615,-45.297248840,-0.665302277,0.034792650,-0.007077894,-0.665317535,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.626855302,1.554342950,idle,0.350000,-4.883880615,-45.297248840,-0.665302277,0.034787633,-0.007067729,-0.665319502,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.627693703,1.555181351,idle,0.350000,-4.883880615,-45.297248840,-0.665302277,0.034780316,-0.007057115,-0.665318906,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.628773874,1.556261522,idle,0.350000,-4.883880615,-45.297248840,-0.665321469,0.034774031,-0.007051338,-0.665316224,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.629655669,1.557143317,idle,0.350000,-4.883880615,-45.297248840,-0.665321469,0.034773886,-0.007047771,-0.665321469,ros2_odometer_state
M19C_S3_artificial_turf_B1_U035_R1,2765.630695646,1.558183294,idle,0.350000,-4.883880615,-45.297248840,-0.665321469,0.034772936,-0.007041685,-0.665322542,ros2_odometer_state
