trial_id,timestamp_monotonic,t_rel,phase,command_velocity,odom_x,odom_y,odom_theta,imu_roll,imu_pitch,imu_yaw,source
M19C_S1_lab_hard_floor_B3_U045_R3,1274.115776658,0.206937178,prestart,0.450000,-6.539386749,-3.415883064,-1.899620414,0.020541355,0.040280111,-1.899618864,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.118224580,0.209385100,prestart,0.450000,-6.539386749,-3.415883064,-1.899620414,0.020547044,0.040287722,-1.899621010,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.119510127,0.210670647,prestart,0.450000,-6.539386749,-3.415883064,-1.899620414,0.020547533,0.040292449,-1.899628043,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.121323372,0.212483892,prestart,0.450000,-6.539386749,-3.415883064,-1.899620414,0.020550318,0.040289130,-1.899632454,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.122735292,0.213895812,prestart,0.450000,-6.539386749,-3.415883064,-1.899620414,0.020552846,0.040286452,-1.899633288,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.123922788,0.215083308,prestart,0.450000,-6.539386749,-3.415883064,-1.899620414,0.020553146,0.040285219,-1.899637103,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.125260945,0.216421465,prestart,0.450000,-6.539386749,-3.415883064,-1.899620414,0.020548530,0.040289253,-1.899640322,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.126267827,0.217428347,prestart,0.450000,-6.539386749,-3.415883064,-1.899620414,0.020547014,0.040293925,-1.899644375,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.127396889,0.218557409,prestart,0.450000,-6.539386749,-3.415883064,-1.899620414,0.020550698,0.040304855,-1.899646401,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.128866602,0.220027122,prestart,0.450000,-6.539386749,-3.415883064,-1.899646401,0.020547790,0.040313613,-1.899652958,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.129843627,0.221004147,prestart,0.450000,-6.539386749,-3.415883064,-1.899646401,0.020545699,0.040315084,-1.899657011,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.131282908,0.222443428,prestart,0.450000,-6.539386749,-3.415883064,-1.899646401,0.020545535,0.040316209,-1.899663091,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.132317759,0.223478279,prestart,0.450000,-6.539386749,-3.415883064,-1.899646401,0.020541959,0.040310264,-1.899669409,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.133668492,0.224829012,prestart,0.450000,-6.539386749,-3.415883064,-1.899646401,0.020539647,0.040304694,-1.899676323,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.134673614,0.225834134,prestart,0.450000,-6.539386749,-3.415883064,-1.899646401,0.020536568,0.040304504,-1.899677992,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.136081021,0.227241541,prestart,0.450000,-6.539386749,-3.415883064,-1.899646401,0.020534661,0.040312305,-1.899679065,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.137347496,0.228508016,prestart,0.450000,-6.539386749,-3.415883064,-1.899646401,0.020531354,0.040317733,-1.899678111,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.138549585,0.229710105,prestart,0.450000,-6.539386749,-3.415883064,-1.899690032,0.020520201,0.040350065,-1.899693966,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.139631573,0.230792093,prestart,0.450000,-6.539386749,-3.415883064,-1.899690032,0.020520214,0.040355578,-1.899699688,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.141085606,0.232246126,prestart,0.450000,-6.539386749,-3.415883064,-1.899690032,0.020522246,0.040357724,-1.899700880,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.142073991,0.233234511,prestart,0.450000,-6.539386749,-3.415883064,-1.899690032,0.020528981,0.040361363,-1.899695039,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.143101450,0.234261970,prestart,0.450000,-6.539386749,-3.415883064,-1.899690032,0.020527912,0.040367853,-1.899687529,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.143982216,0.235142736,prestart,0.450000,-6.539386749,-3.415883064,-1.899690032,0.020524977,0.040374923,-1.899684072,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.145087501,0.236248021,prestart,0.450000,-6.539386749,-3.415883064,-1.899684072,0.020521728,0.040374581,-1.899690032,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.146039437,0.237199957,prestart,0.450000,-6.539386749,-3.415883064,-1.899684072,0.020517673,0.040369675,-1.899695396,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.147017966,0.238178486,prestart,0.450000,-6.539386749,-3.415883064,-1.899684072,0.020512065,0.040370066,-1.899698377,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.148251479,0.239411999,prestart,0.450000,-6.539386749,-3.415883064,-1.899684072,0.020508904,0.040373798,-1.899696350,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.149324956,0.240485476,prestart,0.450000,-6.539386749,-3.415883064,-1.899684072,0.020501735,0.040385261,-1.899699688,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.150214905,0.241375425,prestart,0.450000,-6.539386749,-3.415883064,-1.899684072,0.020500086,0.040392518,-1.899700642,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.151517381,0.242677901,prestart,0.450000,-6.539386749,-3.415883064,-1.899684072,0.020497356,0.040389039,-1.899699569,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.152561609,0.243722129,prestart,0.450000,-6.539386749,-3.415883064,-1.899684072,0.020493658,0.040390294,-1.899705410,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.153884757,0.245045277,prestart,0.450000,-6.539386749,-3.415883064,-1.899684072,0.020498106,0.040391516,-1.899712682,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.154815220,0.245975740,prestart,0.450000,-6.539386749,-3.415883064,-1.899684072,0.020500766,0.040390428,-1.899715066,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.156129857,0.247290377,prestart,0.450000,-6.539386749,-3.415883064,-1.899715066,0.020500734,0.040394694,-1.899714828,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.157168772,0.248329292,prestart,0.450000,-6.539386749,-3.415883064,-1.899715066,0.020504389,0.040393323,-1.899714351,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.158223591,0.249384111,prestart,0.450000,-6.539386749,-3.415883064,-1.899715066,0.020506887,0.040390845,-1.899713516,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.159414895,0.250575415,prestart,0.450000,-6.539386749,-3.415883064,-1.899715066,0.020502239,0.040393885,-1.899715304,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.160396848,0.251557368,prestart,0.450000,-6.539386749,-3.415883064,-1.899715066,0.020492338,0.040396959,-1.899720550,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.161697564,0.252858084,prestart,0.450000,-6.539386749,-3.415883064,-1.899715066,0.020495286,0.040400010,-1.899725676,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.162601851,0.253762371,prestart,0.450000,-6.539386749,-3.415883064,-1.899715066,0.020506885,0.040399663,-1.899726629,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.163947720,0.255108240,prestart,0.450000,-6.539386749,-3.415883064,-1.899715066,0.020508125,0.040402506,-1.899728298,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.165043821,0.256204341,prestart,0.450000,-6.539386749,-3.415883064,-1.899715066,0.020512994,0.040394206,-1.899729371,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.166205204,0.257365724,prestart,0.450000,-6.539386749,-3.415883064,-1.899715066,0.020514313,0.040394459,-1.899725914,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.167849451,0.259009971,prestart,0.450000,-6.539386749,-3.415883064,-1.899725914,0.020510970,0.040394008,-1.899727702,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.169815822,0.260976342,prestart,0.450000,-6.539386749,-3.415883064,-1.899725914,0.020516932,0.040395174,-1.899723411,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.171115641,0.262276161,prestart,0.450000,-6.539386749,-3.415883064,-1.899725914,0.020516932,0.040395174,-1.899723411,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.174081117,0.265241637,prestart,0.450000,-6.539386749,-3.415883064,-1.899725914,0.020512491,0.040395126,-1.899724007,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.176662900,0.267823420,prestart,0.450000,-6.539386749,-3.415883064,-1.899725914,0.020506456,0.040397666,-1.899721861,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.177086723,0.268247243,prestart,0.450000,-6.539386749,-3.415883064,-1.899725914,0.020506456,0.040397666,-1.899721861,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.179738812,0.270899332,prestart,0.450000,-6.539386749,-3.415883064,-1.899725914,0.020511320,0.040396135,-1.899736524,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.181658973,0.272819493,prestart,0.450000,-6.539386749,-3.415883064,-1.899725914,0.020511253,0.040401939,-1.899732113,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.183752931,0.274913451,prestart,0.450000,-6.539386749,-3.415883064,-1.899725914,0.020511076,0.040405590,-1.899728537,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.185865962,0.277026482,prestart,0.450000,-6.539386749,-3.415883064,-1.899725914,0.020512333,0.040402599,-1.899724722,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.187730025,0.278890545,prestart,0.450000,-6.539386749,-3.415883064,-1.899724722,0.020518906,0.040399317,-1.899724245,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.188922929,0.280083449,prestart,0.450000,-6.539386749,-3.415883064,-1.899724722,0.020518906,0.040399317,-1.899724245,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.191726416,0.282886936,prestart,0.450000,-6.539386749,-3.415883064,-1.899724722,0.020515444,0.040405087,-1.899716735,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.193718931,0.284879451,prestart,0.450000,-6.539386749,-3.415883064,-1.899724722,0.020519292,0.040404640,-1.899711370,ros2_odometer_state
M19C_S1_lab_hard_floor_B3_U045_R3,1274.196608052,0.287768572,prestart,0.450000,-6.539386749,-3.415883064,-1.899724722,0.020520126,0.040408731,-1.899714351,ros2_odometer_state
