trial_id,timestamp_monotonic,t_rel,phase,command_velocity,odom_x,odom_y,odom_theta,imu_roll,imu_pitch,imu_yaw,source
M19C_S3_artificial_turf_B2_U045_R2,2852.248884028,2.110371075,idle,0.450000,-6.935403347,-41.935024261,2.350549936,0.038733438,0.037299745,2.350551605,ros2_odometer_state
M19C_S3_artificial_turf_B2_U045_R2,2852.250740133,2.112227180,idle,0.450000,-6.935403347,-41.935024261,2.350549936,0.038733438,0.037299745,2.350551605,ros2_odometer_state
M19C_S3_artificial_turf_B2_U045_R2,2852.256563499,2.118050546,idle,0.450000,-6.935403347,-41.935024261,2.350549936,0.038744640,0.037302505,2.350553751,ros2_odometer_state
M19C_S3_artificial_turf_B2_U045_R2,2852.259293687,2.120780734,idle,0.450000,-6.935403347,-41.935024261,2.350549936,0.038750887,0.037307043,2.350551844,ros2_odometer_state
M19C_S3_artificial_turf_B2_U045_R2,2852.260762417,2.122249464,idle,0.450000,-6.935403347,-41.935024261,2.350549936,0.038744830,0.037311293,2.350548267,ros2_odometer_state
M19C_S3_artificial_turf_B2_U045_R2,2852.262235596,2.123722643,idle,0.450000,-6.935403347,-41.935024261,2.350549936,0.038744006,0.037313856,2.350549459,ros2_odometer_state
M19C_S3_artificial_turf_B2_U045_R2,2852.263541119,2.125028166,idle,0.450000,-6.935403347,-41.935024261,2.350549936,0.038749050,0.037311271,2.350552797,ros2_odometer_state
M19C_S3_artificial_turf_B2_U045_R2,2852.264639019,2.126126066,idle,0.450000,-6.935403347,-41.935024261,2.350549936,0.038754918,0.037310619,2.350548744,ros2_odometer_state
M19C_S3_artificial_turf_B2_U045_R2,2852.266015297,2.127502344,idle,0.450000,-6.935403347,-41.935024261,2.350549936,0.038756799,0.037312612,2.350553751,ros2_odometer_state
M19C_S3_artificial_turf_B2_U045_R2,2852.267274227,2.128761274,idle,0.450000,-6.935403347,-41.935024261,2.350557089,0.038757041,0.037309278,2.350557089,ros2_odometer_state
M19C_S3_artificial_turf_B2_U045_R2,2852.268403296,2.129890343,idle,0.450000,-6.935403347,-41.935024261,2.350557089,0.038755327,0.037309986,2.350557804,ros2_odometer_state
M19C_S3_artificial_turf_B2_U045_R2,2852.269860921,2.131347968,idle,0.450000,-6.935403347,-41.935024261,2.350557089,0.038759951,0.037311882,2.350562811,ros2_odometer_state
M19C_S3_artificial_turf_B2_U045_R2,2852.271042856,2.132529903,idle,0.450000,-6.935403347,-41.935024261,2.350557089,0.038764339,0.037312984,2.350561619,ros2_odometer_state
M19C_S3_artificial_turf_B2_U045_R2,2852.272423263,2.133910310,idle,0.450000,-6.935403347,-41.935024261,2.350557089,0.038765576,0.037307516,2.350552797,ros2_odometer_state
