trial_id,replication_group_id,condition,desired_velocity_mps,command_velocity_mps,timestamp_monotonic,t_rel,phase,odom_x,odom_y,odom_theta,imu_roll,imu_pitch,imu_yaw,source
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.186531,0.787,idle,0.055270,15.291764,-1.376669,,,-1.376659,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.198367,0.799,idle,0.055270,15.291764,-1.376669,,,-1.376642,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.224575,0.825,idle,0.055270,15.291764,-1.376604,,,-1.376642,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.226132,0.827,idle,0.055270,15.291764,-1.376604,,,-1.376585,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.244579,0.845,idle,0.055270,15.291764,-1.376592,,,-1.376585,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.259058,0.860,idle,0.055270,15.291764,-1.376592,,,-1.376592,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.267093,0.868,idle,0.055270,15.291764,-1.376592,,,-1.376592,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.282000,0.883,idle,0.055270,15.291764,-1.376592,,,-1.376589,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.290752,0.891,idle,0.055270,15.291764,-1.376595,,,-1.376589,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.297726,0.899,idle,0.055270,15.291764,-1.376595,,,-1.376584,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.299523,0.900,idle,0.055270,15.291764,-1.376595,,,-1.376584,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.304029,0.905,idle,0.055270,15.291764,-1.376595,,,-1.376587,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.304624,0.905,idle,0.055270,15.291764,-1.376604,,,-1.376587,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.305313,0.906,idle,0.055270,15.291764,-1.376604,,,-1.376616,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.310985,0.912,idle,0.055270,15.291764,-1.376604,,,-1.376616,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.314829,0.916,idle,0.055270,15.291764,-1.376604,,,-1.376609,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.315343,0.916,idle,0.055270,15.291764,-1.376613,,,-1.376609,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.321299,0.921,idle,0.055270,15.291764,-1.376613,,,-1.376619,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.322591,0.923,idle,0.055270,15.291764,-1.376613,,,-1.376619,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.326878,0.928,idle,0.055270,15.291764,-1.376613,,,-1.376618,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.333407,0.934,idle,0.055270,15.291764,-1.376613,,,-1.376618,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.334644,0.935,idle,0.055270,15.291764,-1.376613,,,-1.376618,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.335082,0.936,idle,0.055270,15.291764,-1.376618,,,-1.376618,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.336181,0.937,idle,0.055270,15.291764,-1.376618,,,-1.376621,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.336627,0.937,idle,0.055270,15.291764,-1.376618,,,-1.376621,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.337201,0.938,idle,0.055270,15.291764,-1.376618,,,-1.376618,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.337598,0.938,idle,0.055270,15.291764,-1.376618,,,-1.376618,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.338614,0.939,idle,0.055270,15.291764,-1.376618,,,-1.376615,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.338955,0.940,idle,0.055270,15.291764,-1.376618,,,-1.376615,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.339746,0.941,idle,0.055270,15.291764,-1.376618,,,-1.376614,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.340306,0.941,idle,0.055270,15.291764,-1.376618,,,-1.376614,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.340944,0.942,idle,0.055270,15.291764,-1.376618,,,-1.376620,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.341270,0.942,idle,0.055270,15.291764,-1.376618,,,-1.376620,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.342278,0.943,idle,0.055270,15.291764,-1.376618,,,-1.376626,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.342650,0.944,idle,0.055270,15.291764,-1.376618,,,-1.376626,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.343263,0.944,idle,0.055270,15.291764,-1.376618,,,-1.376631,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.343835,0.945,idle,0.055270,15.291764,-1.376618,,,-1.376631,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.344689,0.946,idle,0.055270,15.291764,-1.376618,,,-1.376642,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.345012,0.946,idle,0.055270,15.291764,-1.376618,,,-1.376642,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.345953,0.947,idle,0.055270,15.291764,-1.376618,,,-1.376640,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.346435,0.947,idle,0.055270,15.291764,-1.376618,,,-1.376640,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.347013,0.948,idle,0.055270,15.291764,-1.376618,,,-1.376638,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.347347,0.948,idle,0.055270,15.291764,-1.376638,,,-1.376638,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.348433,0.949,idle,0.055270,15.291764,-1.376638,,,-1.376645,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.354574,0.955,idle,0.055270,15.291764,-1.376638,,,-1.376645,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.355386,0.956,idle,0.055270,15.291764,-1.376638,,,-1.376643,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.356377,0.957,idle,0.055270,15.291764,-1.376638,,,-1.376643,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.357087,0.958,idle,0.055270,15.291764,-1.376638,,,-1.376642,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.357481,0.958,idle,0.055270,15.291764,-1.376638,,,-1.376642,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.358496,0.959,idle,0.055270,15.291764,-1.376638,,,-1.376650,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.358848,0.960,idle,0.055270,15.291764,-1.376638,,,-1.376650,ros2_odometer_state
M24G_CORE_S2_marble_floor_V045_R2,M24G_CORE_S2_marble_floor_V045,direct_refresh_controlled,0.450,0.450,1731.359459,0.960,idle,0.055270,15.291764,-1.376638,,,-1.376658,ros2_odometer_state
