trial_id,replication_group_id,condition,desired_velocity_mps,command_velocity_mps,timestamp_monotonic,t_rel,phase,odom_x,odom_y,odom_theta,imu_roll,imu_pitch,imu_yaw,source
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.836081,0.854,idle,-9.990204,2.700401,0.494857,,,,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.836585,0.855,idle,-9.990204,2.700401,0.494857,,,,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.837548,0.856,idle,-9.990204,2.700401,0.494857,,,0.494849,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.837922,0.856,idle,-9.990204,2.700401,0.494858,,,0.494849,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.838671,0.857,idle,-9.990204,2.700401,0.494858,,,0.494852,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.839043,0.857,idle,-9.990204,2.700401,0.494858,,,0.494852,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.839687,0.858,idle,-9.990204,2.700401,0.494858,,,0.494858,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.839996,0.858,idle,-9.990204,2.700401,0.494858,,,0.494858,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.840791,0.859,idle,-9.990204,2.700401,0.494858,,,0.494858,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.841186,0.860,idle,-9.990204,2.700401,0.494858,,,0.494858,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.841786,0.860,idle,-9.990204,2.700401,0.494858,,,0.494855,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.842111,0.860,idle,-9.990204,2.700401,0.494858,,,0.494855,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.842942,0.861,idle,-9.990204,2.700401,0.494858,,,0.494853,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.843367,0.862,idle,-9.990204,2.700401,0.494858,,,0.494853,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.844045,0.862,idle,-9.990204,2.700401,0.494858,,,0.494856,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.844412,0.863,idle,-9.990204,2.700401,0.494858,,,0.494856,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.845121,0.863,idle,-9.990204,2.700401,0.494858,,,0.494862,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.845414,0.864,idle,-9.990204,2.700401,0.494858,,,0.494862,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.846021,0.864,idle,-9.990204,2.700401,0.494858,,,0.494859,ros2_odometer_state
M24G_CORE_S2_marble_floor_V050_R3,M24G_CORE_S2_marble_floor_V050,direct_refresh_controlled,0.500,0.500,1867.846360,0.865,idle,-9.990204,2.700401,0.494862,,,0.494859,ros2_odometer_state
